incident_id,seq,prev_hash,entry_hash,payload_hash,ps_class,threat_class,detector,status,severity,score,confidence,score_type,calibrated,flow_id,flow_ref_type,first_observed,last_observed,event_count,evidence_json,evidence.ack_count,evidence.avg_entropy,evidence.avg_length,evidence.avg_score,evidence.burst_or_sustained,evidence.byte_rate_bps,evidence.destination,evidence.direction,evidence.direction_first_n,evidence.downstream_packet_ratio,evidence.duration_s,evidence.event_count,evidence.iat_cv,evidence.iat_mad,evidence.iat_mean,evidence.iat_median,evidence.iat_p95,evidence.iat_std,evidence.inbound_bytes,evidence.inbound_packets,evidence.interpretation,evidence.ja3,evidence.ja3s,evidence.ja4,evidence.latest_features.digit_ratio,evidence.latest_features.entropy,evidence.latest_features.label_count,evidence.latest_features.length,evidence.latest_features.lm_bigram,evidence.latest_features.vowel_ratio,evidence.model_version,evidence.nxdomain_rate,evidence.outbound_bytes,evidence.outbound_packets,evidence.outbound_ratio,evidence.packet_rate_pps,evidence.packet_size_first_n,evidence.packet_size_mean,evidence.packet_size_p95,evidence.packets_sent,evidence.protocol,evidence.protocol_breakdown.TCP,evidence.qps,evidence.qtype_cname_ratio,evidence.qtype_distribution.TXT,evidence.qtype_entropy,evidence.qtype_null_ratio,evidence.qtype_txt_ratio,evidence.query_count,evidence.registered_domain,evidence.repeated_destination,evidence.robust_z,evidence.sample_domains,evidence.sample_iats,evidence.sample_ports,evidence.sample_queries,evidence.sample_targets,evidence.scan_pattern,evidence.sni,evidence.source,evidence.source_entropy,evidence.syn_ack_ratio,evidence.syn_count,evidence.target_ip,evidence.target_port,evidence.unique_dst_count,evidence.unique_port_count,evidence.unique_source_count,evidence.upstream_packet_ratio
76a0e06761163ee9,26,c0fdd96d4b9f6c30dcac88a7309285dd71e70cda484a9b8248c1172f45208c18,4ca3320ecdc31cbbe1640d69ad658486a3798ac62e40c512857fb8cd78962147,295aad0e50d99c39f5dcb4dbe0a197d42ecbdf0972700309dde81ade1acf5829,Volumetric DDoS / flooding,syn_flood,ddos,NEW,HIGH,5999.0,,robust_z,False,76a0e06761163ee9,aggregate,2026-03-12T01:52:11.000000+00:00,2026-03-12T01:52:12.000000+00:00,6000,"{""ack_count"": 0, ""byte_rate_bps"": 2880000.0, ""interpretation"": ""High SYN-to-ACK ratio (12000 SYNs vs 0 ACKs) exceeding threshold (z=5999.00)"", ""packet_rate_pps"": 6000.0, ""protocol_breakdown"": {""TCP"": 6000}, ""source_entropy"": 7.6439, ""syn_ack_ratio"": 12000.0, ""syn_count"": 12000, ""target_ip"": ""10.0.0.5"", ""target_port"": 80, ""unique_source_count"": 200}",0,,,,,2880000.0,,,,,,,,,,,,,,,High SYN-to-ACK ratio (12000 SYNs vs 0 ACKs) exceeding threshold (z=5999.00),,,,,,,,,,,,,,,6000.0,,,,,,6000,,,,,,,,,,,,,,,,,,,7.6439,12000.0,12000,10.0.0.5,80,,,200,
847c8cbb230938f6,25,bd8eb424f02e79b7c73e21507d01516f9cd4901d25d94f841bd6bc4e2db2bc88,c0fdd96d4b9f6c30dcac88a7309285dd71e70cda484a9b8248c1172f45208c18,f4719ca5564aed692a90a10238c1b9a4a0f68148568a29df957e445e75ec4fb9,Volumetric DDoS / flooding,volumetric_flood,ddos,UPDATED,HIGH,2019.0,,robust_z,False,847c8cbb230938f6,aggregate,2026-03-12T01:50:13.000000+00:00,2026-03-12T01:50:23.000000+00:00,4,"{""ack_count"": 0, ""byte_rate_bps"": 24080000.0, ""interpretation"": ""Packet rate anomaly (2020.0 pps) exceeding threshold (z=2019.00)"", ""packet_rate_pps"": 2020.0, ""protocol_breakdown"": {""TCP"": 1}, ""source_entropy"": 0.0, ""syn_ack_ratio"": 0.0, ""syn_count"": 0, ""target_ip"": ""203.0.113.88"", ""target_port"": 443, ""unique_source_count"": 1}",0,,,,,24080000.0,,,,,,,,,,,,,,,Packet rate anomaly (2020.0 pps) exceeding threshold (z=2019.00),,,,,,,,,,,,,,,2020.0,,,,,,1,,,,,,,,,,,,,,,,,,,0.0,0.0,0,203.0.113.88,443,,,1,
f66f7058cc8d0a2f,21,2e188e546dff384bb96e518aa728d20b1ba30c1618155cea356d1885ff819fb1,8608a61a6388ff186c1f6c434eaf09e3c2358a26de71ab1c5fc0aa1c3d4314a4,f931c7f0355b33b4aec765a3515a8b9b8dea56af29d22b376e5b588bde91af1c,Data exfiltration,data_exfil,exfil,NEW,CRITICAL,1.0,,anomaly_score,False,f800af0d254e92fa,aggregate,2026-03-12T01:50:10.000000+00:00,2026-03-12T01:50:10.000000+00:00,2020,"{""burst_or_sustained"": ""burst"", ""destination"": ""203.0.113.88"", ""direction"": ""outbound"", ""duration_s"": 0.0, ""inbound_bytes"": 0, ""inbound_packets"": 0, ""interpretation"": ""Data exfiltration pattern detected: 10.0.0.15 -> 203.0.113.88 transferred 3,010,000 outbound bytes vs 0 inbound bytes (asymmetry ratio 3010000.0 >= 10.0)"", ""outbound_bytes"": 3010000, ""outbound_packets"": 2020, ""outbound_ratio"": 3010000.0, ""protocol"": ""TCP"", ""robust_z"": null, ""source"": ""10.0.0.15""}",,,,,burst,,203.0.113.88,outbound,,,0.0,,,,,,,,0,0,"Data exfiltration pattern detected: 10.0.0.15 -> 203.0.113.88 transferred 3,010,000 outbound bytes vs 0 inbound bytes (asymmetry ratio 3010000.0 >= 10.0)",,,,,,,,,,,,3010000,2020,3010000.0,,,,,,TCP,,,,,,,,,,,,,,,,,,,10.0.0.15,,,,,,,,,
3d7a5a6f8397c6f1,20,5ad1dbd50a0d4a21d1ff64280afc65a938923c8df5f244e7b1168366c18e094e,2e188e546dff384bb96e518aa728d20b1ba30c1618155cea356d1885ff819fb1,4d144434a3bdfec8f3999fe858e162a7f52f0d2373ad7ab809171291268148ea,Botnet C2 beaconing,c2_beacon,c2,NEW,CRITICAL,1.0,,anomaly_score,False,84e52e4ac80f97e6,aggregate,2026-03-12T01:49:10.000000+00:00,2026-03-12T01:49:24.000000+00:00,8,"{""duration_s"": 14.0, ""event_count"": 8, ""iat_cv"": 0.0, ""iat_mad"": 0.0, ""iat_mean"": 2.0, ""iat_median"": 2.0, ""iat_std"": 0.0, ""interpretation"": ""Periodic C2 beaconing observed from 10.0.0.60 to 8.8.8.8:53: 8 events over 14.0s, mean IAT 2.00s, CV=0.000 <= 0.15"", ""repeated_destination"": ""8.8.8.8:53"", ""sample_iats"": [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}",,,,,,,,,,,14.0,8,0.0,0.0,2.0,2.0,,0.0,,,"Periodic C2 beaconing observed from 10.0.0.60 to 8.8.8.8:53: 8 events over 14.0s, mean IAT 2.00s, CV=0.000 <= 0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8.8.8:53,,,"[2.0,2.0,2.0,2.0,2.0,2.0,2.0]",,,,,,,,,,,,,,,
dae28a2d46192116,19,1735543c88dec4c2e60c562d7132c3371d2ae22c3aa69fa824d814308b9f72b3,5ad1dbd50a0d4a21d1ff64280afc65a938923c8df5f244e7b1168366c18e094e,c7ad30dd97dcb14cfa6bd913506df7e2ca0776df56d50f57652fcfc3691d3e83,DGA / DNS tunnelling,dns_tunnel,dns,NEW,HIGH,1.0,,anomaly_score,False,96c69c82fb0d3954,aggregate,2026-03-12T01:49:10.000000+00:00,2026-03-12T01:49:18.000000+00:00,5,"{""avg_entropy"": 4.501, ""avg_length"": 57.0, ""interpretation"": ""DNS tunnelling activity detected for domain 'attacker.org' from 10.0.0.60: 5 queries, avg length 57.0, entropy 4.50, qtype shares: TXT=100.0%, NULL=0.0%, CNAME=0.0%"", ""qps"": 0.62, ""qtype_cname_ratio"": 0.0, ""qtype_distribution"": {""TXT"": 5}, ""qtype_entropy"": 0.0, ""qtype_null_ratio"": 0.0, ""qtype_txt_ratio"": 1.0, ""query_count"": 5, ""registered_domain"": ""attacker.org"", ""sample_queries"": [""chunk00.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"", ""chunk01.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"", ""chunk02.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"", ""chunk03.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"", ""chunk04.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org""]}",,4.501,57.0,,,,,,,,,,,,,,,,,,"DNS tunnelling activity detected for domain 'attacker.org' from 10.0.0.60: 5 queries, avg length 57.0, entropy 4.50, qtype shares: TXT=100.0%, NULL=0.0%, CNAME=0.0%",,,,,,,,,,,,,,,,,,,,,,0.62,0.0,5,0.0,0.0,1.0,5,attacker.org,,,,,,"[""chunk00.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"",""chunk01.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"",""chunk02.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"",""chunk03.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org"",""chunk04.a89bf234cde780ffff.tunnel.exfil-corp.attacker.org""]",,,,,,,,,,,,,
de7379f5fefecb35,18,3832ad081b8583ab990460fb7e577ba76e24ef736075650469dbc5eff295155f,1735543c88dec4c2e60c562d7132c3371d2ae22c3aa69fa824d814308b9f72b3,861ca1b8405a49506152216b9ce31ad6a215af0a05932c0f25a0cbe903ad6626,Botnet C2 beaconing,c2_beacon,c2,NEW,CRITICAL,1.0,,anomaly_score,False,7bc47b1cc2521c1d,aggregate,2026-03-12T01:48:10.000000+00:00,2026-03-12T01:48:20.500000+00:00,8,"{""duration_s"": 10.5, ""event_count"": 8, ""iat_cv"": 0.0, ""iat_mad"": 0.0, ""iat_mean"": 1.5, ""iat_median"": 1.5, ""iat_std"": 0.0, ""interpretation"": ""Periodic C2 beaconing observed from 10.0.0.45 to 1.1.1.1:53: 8 events over 10.5s, mean IAT 1.50s, CV=0.000 <= 0.15"", ""repeated_destination"": ""1.1.1.1:53"", ""sample_iats"": [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}",,,,,,,,,,,10.5,8,0.0,0.0,1.5,1.5,,0.0,,,"Periodic C2 beaconing observed from 10.0.0.45 to 1.1.1.1:53: 8 events over 10.5s, mean IAT 1.50s, CV=0.000 <= 0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1.1.1:53,,,"[1.5,1.5,1.5,1.5,1.5,1.5,1.5]",,,,,,,,,,,,,,,
81f514ff615fbfbc,17,b0a9c50222ceb18f4bfed5b3900d2ae21060770f6e5709cee15c6ec0d785baae,3832ad081b8583ab990460fb7e577ba76e24ef736075650469dbc5eff295155f,85077fa8d963dba2b8886ad2fabe864058f76ff2a4a679ab30c09645a81205a6,DGA / DNS tunnelling,dga_domain,dga,NEW,MEDIUM,0.882,,rule_score,False,8270d1e1d802714e,entity,2026-03-12T01:48:10.000000+00:00,2026-03-12T01:48:16.000000+00:00,5,"{""avg_score"": 0.882, ""interpretation"": ""DGA burst detected from 10.0.0.45: 5 queries, avg rule score 0.88, NXDOMAIN rate 100.0%"", ""latest_features"": {""digit_ratio"": 0.1429, ""entropy"": 3.6645, ""label_count"": 2.0, ""length"": 14.0, ""lm_bigram"": 0.9091, ""vowel_ratio"": 0.0714}, ""model_version"": ""rules-fallback"", ""nxdomain_rate"": 1.0, ""query_count"": 5, ""sample_domains"": [""xzkjqwyfp7931.org"", ""qwrtyzxvbm992.net"", ""bdfhjlnprtxz12.com"", ""zxvcbmnlkjhg88.info"", ""mnbvcxzasdfg77.ru""]}",,,,0.882,,,,,,,,,,,,,,,,,"DGA burst detected from 10.0.0.45: 5 queries, avg rule score 0.88, NXDOMAIN rate 100.0%",,,,0.1429,3.6645,2.0,14.0,0.9091,0.0714,rules-fallback,1.0,,,,,,,,,,,,,,,,,5,,,,"[""xzkjqwyfp7931.org"",""qwrtyzxvbm992.net"",""bdfhjlnprtxz12.com"",""zxvcbmnlkjhg88.info"",""mnbvcxzasdfg77.ru""]",,,,,,,,,,,,,,,,
51ee4faff5c81713,16,fa662815e99133bb8a561b48e53fc783183ebc1387933b3a5e8b7b150a07666a,b0a9c50222ceb18f4bfed5b3900d2ae21060770f6e5709cee15c6ec0d785baae,7c7a95afb02173f0b92ae6007e0109563982bfa46c784d032c156a5126fcb67d,Botnet C2 beaconing,c2_beacon,c2,NEW,CRITICAL,0.991,,anomaly_score,False,6b33ffc8a11a7a5b,aggregate,2026-03-12T01:47:15.010000+00:00,2026-03-12T01:47:50.000000+00:00,8,"{""duration_s"": 34.99, ""event_count"": 8, ""iat_cv"": 0.0027, ""iat_mad"": 0.01, ""iat_mean"": 4.999, ""iat_median"": 5.0, ""iat_std"": 0.013, ""interpretation"": ""Periodic C2 beaconing observed from 10.0.0.22 to 198.51.100.44:8443: 8 events over 35.0s, mean IAT 5.00s, CV=0.003 <= 0.15"", ""repeated_destination"": ""198.51.100.44:8443"", ""sample_iats"": [4.99, 5.0, 5.02, 4.98, 5.01, 5.0, 4.99]}",,,,,,,,,,,34.99,8,0.0027,0.01,4.999,5.0,,0.013,,,"Periodic C2 beaconing observed from 10.0.0.22 to 198.51.100.44:8443: 8 events over 35.0s, mean IAT 5.00s, CV=0.003 <= 0.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.51.100.44:8443,,,"[4.99,5.0,5.02,4.98,5.01,5.0,4.99]",,,,,,,,,,,,,,,
ef257092b435d449,15,ae283986452b3566b1fcfe9d7f3823814fb1108dd6f113a7acaca050fd75952c,fa662815e99133bb8a561b48e53fc783183ebc1387933b3a5e8b7b150a07666a,5ef625d6264601ed037a2af692c4a5dfec0ed433297783f0e39669567f3d95f8,Malware in encrypted sessions,suspicious_encrypted_session,tls_quic,NEW,MEDIUM,0.75,,anomaly_score,False,11b4e16f90c9bc00,aggregate,2026-03-12T01:47:15.010000+00:00,2026-03-12T01:47:35.000000+00:00,5,"{""direction_first_n"": null, ""downstream_packet_ratio"": null, ""iat_cv"": 0.0034, ""iat_median"": 4.995, ""iat_p95"": 5.02, ""interpretation"": ""Suspicious encrypted session from 10.0.0.22 to 198.51.100.44:8443. Stealth periodic shape: uniform packet size (120B) with low timing jitter. Suspicion based on handshake metadata and traffic shape only; no decrypted payload bytes inspected."", ""ja3"": null, ""ja3s"": null, ""ja4"": null, ""packet_size_first_n"": [120, 120, 120, 120, 120], ""packet_size_mean"": 120.0, ""packet_size_p95"": 120.0, ""sni"": null, ""target_ip"": ""198.51.100.44"", ""target_port"": 8443, ""upstream_packet_ratio"": null}",,,,,,,,,,,,,0.0034,,,4.995,5.02,,,,Suspicious encrypted session from 10.0.0.22 to 198.51.100.44:8443. Stealth periodic shape: uniform packet size (120B) with low timing jitter. Suspicion based on handshake metadata and traffic shape only; no decrypted payload bytes inspected.,,,,,,,,,,,,,,,,"[120,120,120,120,120]",120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,198.51.100.44,8443,,,,
246005e93c8997cc,14,b283f968325348c3e52a0bbfc8bb5f94834345072fab3c0b83bd32c3d3d2d621,ae283986452b3566b1fcfe9d7f3823814fb1108dd6f113a7acaca050fd75952c,fbcea03a440caf72a6a8a58229d5f19c4be3db7128b2e93a2e5ccdeb5bece958,Port scanning / reconnaissance,port_scan,scan,NEW,MEDIUM,1.0,,anomaly_score,False,2a39f1eedcd9f986,entity,2026-03-12T01:46:40.050000+00:00,2026-03-12T01:46:45.000000+00:00,100,"{""duration_s"": 4.95, ""interpretation"": ""Vertical port scan: probed 100 ports on target hosts in 5.0s"", ""packets_sent"": 100, ""sample_ports"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10], ""sample_targets"": [""10.0.0.50""], ""scan_pattern"": ""vertical"", ""unique_dst_count"": 1, ""unique_port_count"": 100}",,,,,,,,,,,4.95,,,,,,,,,,Vertical port scan: probed 100 ports on target hosts in 5.0s,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,"[1,2,3,4,5,6,7,8,9,10]",,"[""10.0.0.50""]",vertical,,,,,,,,1,100,,
